system,model,denoising_steps,action_chunk_size,vision_ms,vlm_ms,action_ms,e2e_ms,frequency_hz,precision,vision_boundness,vlm_boundness,action_boundness,vision_op_intensity,vlm_op_intensity,action_op_intensity
Jetson_AGX_Thor,pi0,1,50,6.062347412109375,20.303090413411457,2.6199926932652797,28.98543051878611,34.50009132525658,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,53.99005534676914
Jetson_AGX_Thor,pi0,1,100,6.062347412109375,20.303090413411457,2.7153134346008305,29.080751260121662,34.387007098103986,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,98.22737968288152
Jetson_AGX_Thor,pi0,1,250,6.062347412109375,20.303090413411457,3.020542719238281,29.385980544759114,34.029832643387714,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,191.7966899159323
Jetson_AGX_Thor,pi0,5,5,6.062347412109375,20.303090413411457,12.671657154957456,39.03709498047829,25.616660268907847,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,5.918810855546628
Jetson_AGX_Thor,pi0,5,25,6.062347412109375,20.303090413411457,12.861941009759903,39.22737883528073,25.492399178621884,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,28.385113207123524
Jetson_AGX_Thor,pi0,5,50,6.062347412109375,20.303090413411457,13.099963466326399,39.46540129184723,25.338650242144634,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,53.99005534676914
Jetson_AGX_Thor,pi0,5,100,6.062347412109375,20.303090413411457,13.576567173004152,39.942004998524986,25.036299505669003,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,98.22737968288152
Jetson_AGX_Thor,pi0,5,250,6.062347412109375,20.303090413411457,15.102713596191407,41.468151421712236,24.114892169425516,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,191.7966899159323
Jetson_AGX_Thor,pi0,10,5,6.062347412109375,20.303090413411457,25.343314309914913,51.708752135435745,19.339085912976522,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,5.918810855546628
Jetson_AGX_Thor,pi0,10,25,6.062347412109375,20.303090413411457,25.723882019519806,52.089319845040635,19.1977933859547,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,28.385113207123524
Jetson_AGX_Thor,pi0,10,50,6.062347412109375,20.303090413411457,26.199926932652797,52.56536475817363,19.023933432222695,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,53.99005534676914
Jetson_AGX_Thor,pi0,10,100,6.062347412109375,20.303090413411457,27.153134346008304,53.51857217152914,18.685102375208377,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,98.22737968288152
Jetson_AGX_Thor,pi0,10,250,6.062347412109375,20.303090413411457,30.205427192382814,56.57086501790364,17.676943771029812,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,191.7966899159323
Jetson_AGX_Thor,pi0,20,5,6.062347412109375,20.303090413411457,50.686628619829825,77.05206644535066,12.9782372638799,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,5.918810855546628
Jetson_AGX_Thor,pi0,20,25,6.062347412109375,20.303090413411457,51.44776403903961,77.81320186456044,12.85128970454876,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,28.385113207123524
Jetson_AGX_Thor,pi0,20,50,6.062347412109375,20.303090413411457,52.399853865305595,78.76529169082643,12.695947396795678,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,53.99005534676914
Jetson_AGX_Thor,pi0,20,100,6.062347412109375,20.303090413411457,54.30626869201661,80.67170651753744,12.395919748922223,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,98.22737968288152
Jetson_AGX_Thor,pi0,20,250,6.062347412109375,20.303090413411457,60.41085438476563,86.77629221028646,11.52388485989564,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,191.7966899159323
Jetson_AGX_Thor,pi0,50,5,6.062347412109375,20.303090413411457,126.71657154957457,153.0820093750954,6.532446262510897,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,5.918810855546628
Jetson_AGX_Thor,pi0,50,25,6.062347412109375,20.303090413411457,128.61941009759903,154.98484792311987,6.4522436444629045,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,28.385113207123524
Jetson_AGX_Thor,pi0,50,50,6.062347412109375,20.303090413411457,130.99963466326398,157.36507248878482,6.35465026758888,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,53.99005534676914
Jetson_AGX_Thor,pi0,50,100,6.062347412109375,20.303090413411457,135.76567173004153,162.13110955556238,6.167847754457633,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,98.22737968288152
Jetson_AGX_Thor,pi0,50,250,6.062347412109375,20.303090413411457,151.02713596191407,177.3925737874349,5.637214561181547,bf16,Mem,Mem,Mem,321.37342499720927,542.7692132772324,191.7966899159323
